name,phase
35KVAR 480V 1PH XPL PRF CAPACITOR,8100
40KVAR 480V 1PH XPL PRF CAPACITOR,8100
50KVAR 480V 1PH XPL PRF CAPACITOR,8100
5KVAR  480V 1PH DRIP PRF CAPACITOR,8100
10KVAR 480V 1PH DRIP PRF CAPACITOR,8100
15KVAR 480V 1PH DRIP PRF CAPACITOR,8100
20KVAR 480V 1PH DRIP PRF CAPACITOR,8100
25KVAR 480V 1PH DRIP PRF CAPACITOR,8100
35KVAR 480V 1PH DRIP PRF CAPACITOR,8100
40KVAR 480V 1PH DRIP PRF CAPACITOR,8100
50KVAR 480V 1PH DRIP PRF CAPACITOR,8100
5KVAR  480V 1PH WP CAPACITOR,8100
10KVAR 480V 1PH WP CAPACITOR,8100
15KVAR 480V 1PH WP CAPACITOR,8100
20KVAR 480V 1PH WP CAPACITOR,8100
25KVAR 480V 1PH WP CAPACITOR,8100
35KVAR 480V 1PH WP CAPACITOR,8100
40KVAR 480V 1PH WP CAPACITOR,8100
50KVAR 480V 1PH WP CAPACITOR,8100
75KVAR  480V 1PH CAPACITOR,8100
100KVAR 480V 1PH CAPACITOR,8100
125KVAR 480V 1PH CAPACITOR,8100
150KVAR 480V 1PH CAPACITOR,8100
175KVAR 480V 1PH CAPACITOR,8100
200KVAR 480V 1PH CAPACITOR,8100
40KVAR 4160V 1PH XPL PRF CAPACITOR,8100
50KVAR 4160V 1PH XPL PRF CAPACITOR,8100
60KVAR 4160V 1PH XPL PRF CAPACITOR,8100
75KVAR 4160V 1PH XPL PRF CAPACITOR,8100
100KVAR 4160V 1PH XPL PRF CAPACITOR,8100
125KVAR 4160V 1PH XPL PRF CAPACITOR,8100
150KVAR 4160V 1PH XPL PRF CAPACITOR,8100
175KVAR 4160V 1PH XPL PRF CAPACITOR,8100
200KVAR 4160V 1PH XPL PRF CAPACITOR,8100
250KVAR 4160V 1PH XPL PRF CAPACITOR,8100
500KVAR 4160V 1PH XPL PRF CAPACITOR,8100
40KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
50KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
60KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
75KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
100KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
125KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
150KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
175KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
200KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
250KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
500KVAR 4160V 1PH DRIP PRF CAPACITOR,8100
40KVAR 4160V 1PH WP CAPACITOR,8100
50KVAR 4160V 1PH WP CAPACITOR,8100
60KVAR 4160V 1PH WP CAPACITOR,8100
75KVAR 4160V 1PH WP CAPACITOR,8100
100KVAR 4160V 1PH WP CAPACITOR,8100
125KVAR 4160V 1PH WP CAPACITOR,8100
150KVAR 4160V 1PH WP CAPACITOR,8100
175KVAR 4160V 1PH WP CAPACITOR,8100
200KVAR 4160V 1PH WP CAPACITOR,8100
250KVAR 4160V 1PH WP CAPACITOR,8100
500KVAR 4160V 1PH WP CAPACITOR,8100
CAPACITOR  4-STAGE CONTROL PNL,8100
CAPACITOR  8-STAGE CONTROL PNL,8100
CAPACITOR 12-STAGE CONTROL PNL,8100
CAPACITOR 16-STAGE CONTROL PNL,8100
CAPACITOR  MOUNTING RACK,8100
CAPACITOR  PAN,8100
CAPACITOR  WALL BRACKET SMALL,8100
CAPACITOR  WALL BRACKET LARGE,8100
CAPACITOR  RECEIVE AND UNLOAD,8100
CAPACITOR  PUT INTO PLACE,8100
CAPACITOR  PAD,8100
CAPACITOR  LEVELING,8100
CAPACITOR  TESTING,8100
CAPACITOR  COMMISSIONING,8100
CAPACITOR  RELOCATION,8100
5KW  DIESEL GENERATOR,8100
6KW  DIESEL GENERATOR,8100
8KW  DIESEL GENERATOR,8100
10KW DIESEL GENERATOR,8100
12KW DIESEL GENERATOR,8100
15KW DIESEL GENERATOR,8100
20KW DIESEL GENERATOR,8100
25KW DIESEL GENERATOR,8100
30KW DIESEL GENERATOR,8100
35KW DIESEL GENERATOR,8100
40KW DIESEL GENERATOR,8100
50KW DIESEL GENERATOR,8100
60KW DIESEL GENERATOR,8100
75KW DIESEL GENERATOR,8100
100KW DIESEL GENERATOR,8100
125KW DIESEL GENERATOR,8100
150KW DIESEL GENERATOR,8100
175KW DIESEL GENERATOR,8100
200KW DIESEL GENERATOR,8100
225KW DIESEL GENERATOR,8100
250KW DIESEL GENERATOR,8100
275KW DIESEL GENERATOR,8100
300KW DIESEL GENERATOR,8100
350KW DIESEL GENERATOR,8100
500KW DIESEL GENERATOR,8100
600KW DIESEL GENERATOR,8100
700KW DIESEL GENERATOR,8100
800KW DIESEL GENERATOR,8100
900KW DIESEL GENERATOR,8100
1000KW DIESEL GENERATOR,8100
1250KW DIESEL GENERATOR,8100
1500KW DIESEL GENERATOR,8100
5KW  GASOLINE GENERATOR,8100
6KW  GASOLINE GENERATOR,8100
8KW  GASOLINE GENERATOR,8100
10KW GASOLINE GENERATOR,8100
12KW GASOLINE GENERATOR,8100
15KW GASOLINE GENERATOR,8100
20KW GASOLINE GENERATOR,8100
25KW GASOLINE GENERATOR,8100
30KW GASOLINE GENERATOR,8100
35KW GASOLINE GENERATOR,8100
40KW GASOLINE GENERATOR,8100
50KW GASOLINE GENERATOR,8100
60KW GASOLINE GENERATOR,8100
75KW GASOLINE GENERATOR,8100
100KW GASOLINE GENERATOR,8100
125KW GASOLINE GENERATOR,8100
150KW GASOLINE GENERATOR,8100
175KW GASOLINE GENERATOR,8100
200KW GASOLINE GENERATOR,8100
225KW GASOLINE GENERATOR,8100
250KW GASOLINE GENERATOR,8100
275KW GASOLINE GENERATOR,8100
300KW GASOLINE GENERATOR,8100
350KW GASOLINE GENERATOR,8100
500KW GASOLINE GENERATOR,8100
600KW GASOLINE GENERATOR,8100
700KW GASOLINE GENERATOR,8100
800KW GASOLINE GENERATOR,8100
900KW GASOLINE GENERATOR,8100
1000KW GASOLINE GENERATOR,8100
1250KW GASOLINE GENERATOR,8100
1500KW GASOLINE GENERATOR,8100
5KW  PROPANE  GENERATOR,8100
6KW  PROPANE  GENERATOR,8100
8KW  PROPANE  GENERATOR,8100
10KW PROPANE  GENERATOR,8100
12KW PROPANE  GENERATOR,8100
15KW PROPANE  GENERATOR,8100
20KW PROPANE  GENERATOR,8100
25KW PROPANE  GENERATOR,8100
30KW PROPANE  GENERATOR,8100
35KW PROPANE  GENERATOR,8100
40KW PROPANE  GENERATOR,8100
50KW PROPANE  GENERATOR,8100
60KW PROPANE  GENERATOR,8100
75KW PROPANE  GENERATOR,8100
100KW PROPANE  GENERATOR,8100
125KW PROPANE  GENERATOR,8100
150KW PROPANE  GENERATOR,8100
175KW PROPANE  GENERATOR,8100
200KW PROPANE  GENERATOR,8100
225KW PROPANE  GENERATOR,8100
250KW PROPANE  GENERATOR,8100
275KW PROPANE  GENERATOR,8100
300KW PROPANE  GENERATOR,8100
350KW PROPANE  GENERATOR,8100
500KW PROPANE  GENERATOR,8100
600KW PROPANE  GENERATOR,8100
700KW PROPANE  GENERATOR,8100
800KW PROPANE  GENERATOR,8100
900KW PROPANE  GENERATOR,8100
1000KW PROPANE  GENERATOR,8100
1250KW PROPANE  GENERATOR,8100
1500KW PROPANE  GENERATOR,8100
5KW  ELECTRIC GENERATOR,8100
6KW  ELECTRIC GENERATOR,8100
8KW  ELECTRIC GENERATOR,8100
10KW ELECTRIC GENERATOR,8100
12KW ELECTRIC GENERATOR,8100
15KW ELECTRIC GENERATOR,8100
20KW ELECTRIC GENERATOR,8100
25KW ELECTRIC GENERATOR,8100
30KW ELECTRIC GENERATOR,8100
35KW ELECTRIC GENERATOR,8100
40KW ELECTRIC GENERATOR,8100
50KW ELECTRIC GENERATOR,8100
60KW ELECTRIC GENERATOR,8100
75KW ELECTRIC GENERATOR,8100
100KW ELECTRIC GENERATOR,8100
125KW ELECTRIC GENERATOR,8100
150KW ELECTRIC GENERATOR,8100
175KW ELECTRIC GENERATOR,8100
200KW ELECTRIC GENERATOR,8100
225KW ELECTRIC GENERATOR,8100
250KW ELECTRIC GENERATOR,8100
275KW ELECTRIC GENERATOR,8100
300KW ELECTRIC GENERATOR,8100
350KW ELECTRIC GENERATOR,8100
500KW ELECTRIC GENERATOR,8100
600KW ELECTRIC GENERATOR,8100
700KW ELECTRIC GENERATOR,8100
800KW ELECTRIC GENERATOR,8100
900KW ELECTRIC GENERATOR,8100
1000KW ELECTRIC GENERATOR,8100
1250KW ELECTRIC GENERATOR,8100
1500KW ELECTRIC GENERATOR,8100
GENERATOR EXHAUST SYSTEM,8100
GENERATOR FUEL SYSTEM,8100
GENERATOR CONTROL PANEL,8100
GENERATOR REMOTE RADIATOR,8100
GENERATOR REMOTE ANNUNCIATOR,8100
GENERATOR NEOPRENE PADS,8100
GENERATOR SPRING   PADS,8100
GENERATOR STORING,8100
GENERATOR RECEIVE  AND UNLOAD,8100
GENERATOR PUT INTO PLACE,8100
GENERATOR PAD,8100
GENERATOR LEVELING,8100
GENERATOR TESTING,8100
GENERATOR COMMISSIONING,8100
GENERATOR RELOCATION,8100
30A 1PH TRANSFER SWITCH,8100
40A 1PH TRANSFER SWITCH,8100
50A 1PH TRANSFER SWITCH,8100
70A 1PH TRANSFER SWITCH,8100
90A 1PH TRANSFER SWITCH,8100
100A 1PH TRANSFER SWITCH,8100
125A 1PH TRANSFER SWITCH,8100
150A 1PH TRANSFER SWITCH,8100
175A 1PH TRANSFER SWITCH,8100
200A 1PH TRANSFER SWITCH,8100
225A 1PH TRANSFER SWITCH,8100
250A 1PH TRANSFER SWITCH,8100
300A 1PH TRANSFER SWITCH,8100
350A 1PH TRANSFER SWITCH,8100
400A 1PH TRANSFER SWITCH,8100
500A 1PH TRANSFER SWITCH,8100
600A 1PH TRANSFER SWITCH,8100
700A 1PH TRANSFER SWITCH,8100
800A 1PH TRANSFER SWITCH,8100
1000A 1PH TRANSFER SWITCH,8100
1200A 1PH TRANSFER SWITCH,8100
30A 3PH TRANSFER SWITCH,8100
40A 3PH TRANSFER SWITCH,8100
50A 3PH TRANSFER SWITCH,8100
70A 3PH TRANSFER SWITCH,8100
90A 3PH TRANSFER SWITCH,8100
100A 3PH TRANSFER SWITCH,8100
125A 3PH TRANSFER SWITCH,8100
150A 3PH TRANSFER SWITCH,8100
175A 3PH TRANSFER SWITCH,8100
200A 3PH TRANSFER SWITCH,8100
225A 3PH TRANSFER SWITCH,8100
250A 3PH TRANSFER SWITCH,8100
300A 3PH TRANSFER SWITCH,8100
350A 3PH TRANSFER SWITCH,8100
400A 3PH TRANSFER SWITCH,8100
500A 3PH TRANSFER SWITCH,8100
600A 3PH TRANSFER SWITCH,8100
700A 3PH TRANSFER SWITCH,8100
800A 3PH TRANSFER SWITCH,8100
1000A 3PH TRANSFER SWITCH,8100
1200A 3PH TRANSFER SWITCH,8100
TRANSFER SWITCH RECEIVE & UNLOAD,8100
TRANSFER SWITCH PUT INTO PLACE,8100
TRANSFER SWITCH TESTING,8100
TRANSFER SWITCH COMMISSIONING,8100
TRANSFER SWITCH RELOCATION,8100
200A  1-SECTION 4.16KV SWGR,8100
200A  2-SECTION 4.16KV SWGR,8100
200A  3-SECTION 4.16KV SWGR,8100
200A  4-SECTION 4.16KV SWGR,8100
200A  5-SECTION 4.16KV SWGR,8100
200A  6-SECTION 4.16KV SWGR,8100
400A  1-SECTION 4.16KV SWGR,8100
400A  2-SECTION 4.16KV SWGR,8100
400A  3-SECTION 4.16KV SWGR,8100
400A  4-SECTION 4.16KV SWGR,8100
400A  5-SECTION 4.16KV SWGR,8100
400A  6-SECTION 4.16KV SWGR,8100
600A  1-SECTION 4.16KV SWGR,8100
600A  2-SECTION 4.16KV SWGR,8100
600A  3-SECTION 4.16KV SWGR,8100
600A  4-SECTION 4.16KV SWGR,8100
600A  5-SECTION 4.16KV SWGR,8100
600A  6-SECTION 4.16KV SWGR,8100
800A  1-SECTION 4.16KV SWGR,8100
800A  2-SECTION 4.16KV SWGR,8100
800A  3-SECTION 4.16KV SWGR,8100
800A  4-SECTION 4.16KV SWGR,8100
800A  5-SECTION 4.16KV SWGR,8100
800A  6-SECTION 4.16KV SWGR,8100
800A  7-SECTION 4.16KV SWGR,8100
800A  8-SECTION 4.16KV SWGR,8100
800A  9-SECTION 4.16KV SWGR,8100
800A 10-SECTION 4.16KV SWGR,8100
800A 11-SECTION 4.16KV SWGR,8100
800A 12-SECTION 4.16KV SWGR,8100
1200A  1-SECTION 4.16KV SWGR,8100
1200A  2-SECTION 4.16KV SWGR,8100
1200A  3-SECTION 4.16KV SWGR,8100
1200A  4-SECTION 4.16KV SWGR,8100
1200A  5-SECTION 4.16KV SWGR,8100
1200A  6-SECTION 4.16KV SWGR,8100
1200A  7-SECTION 4.16KV SWGR,8100
1200A  8-SECTION 4.16KV SWGR,8100
1200A  9-SECTION 4.16KV SWGR,8100
1200A 10-SECTION 4.16KV SWGR,8100
1200A 11-SECTION 4.16KV SWGR,8100
1200A 12-SECTION 4.16KV SWGR,8100
1600A  1-SECTION 4.16KV SWGR,8100
1600A  2-SECTION 4.16KV SWGR,8100
1600A  3-SECTION 4.16KV SWGR,8100
1600A  4-SECTION 4.16KV SWGR,8100
1600A  5-SECTION 4.16KV SWGR,8100
1600A  6-SECTION 4.16KV SWGR,8100
1600A  7-SECTION 4.16KV SWGR,8100
1600A  8-SECTION 4.16KV SWGR,8100
1600A  9-SECTION 4.16KV SWGR,8100
1600A 10-SECTION 4.16KV SWGR,8100
1600A 11-SECTION 4.16KV SWGR,8100
1600A 12-SECTION 4.16KV SWGR,8100
1600A 13-SECTION 4.16KV SWGR,8100
1600A 14-SECTION 4.16KV SWGR,8100
1600A 15-SECTION 4.16KV SWGR,8100
1600A 16-SECTION 4.16KV SWGR,8100
1600A 17-SECTION 4.16KV SWGR,8100
1600A 18-SECTION 4.16KV SWGR,8100
1600A 19-SECTION 4.16KV SWGR,8100
1600A 20-SECTION 4.16KV SWGR,8100
2000A  1-SECTION 4.16KV SWGR,8100
2000A  2-SECTION 4.16KV SWGR,8100
2000A  3-SECTION 4.16KV SWGR,8100
2000A  4-SECTION 4.16KV SWGR,8100
2000A  5-SECTION 4.16KV SWGR,8100
2000A  6-SECTION 4.16KV SWGR,8100
2000A  7-SECTION 4.16KV SWGR,8100
2000A  8-SECTION 4.16KV SWGR,8100
2000A  9-SECTION 4.16KV SWGR,8100
2000A 10-SECTION 4.16KV SWGR,8100
2000A 11-SECTION 4.16KV SWGR,8100
2000A 12-SECTION 4.16KV SWGR,8100
2000A 13-SECTION 4.16KV SWGR,8100
2000A 14-SECTION 4.16KV SWGR,8100
2000A 15-SECTION 4.16KV SWGR,8100
2000A 16-SECTION 4.16KV SWGR,8100
2000A 17-SECTION 4.16KV SWGR,8100
2000A 18-SECTION 4.16KV SWGR,8100
2000A 19-SECTION 4.16KV SWGR,8100
2000A 20-SECTION 4.16KV SWGR,8100
2500A  1-SECTION 4.16KV SWGR,8100
2500A  2-SECTION 4.16KV SWGR,8100
2500A  3-SECTION 4.16KV SWGR,8100
2500A  4-SECTION 4.16KV SWGR,8100
2500A  5-SECTION 4.16KV SWGR,8100
2500A  6-SECTION 4.16KV SWGR,8100
2500A  7-SECTION 4.16KV SWGR,8100
2500A  8-SECTION 4.16KV SWGR,8100
2500A  9-SECTION 4.16KV SWGR,8100
2500A 10-SECTION 4.16KV SWGR,8100
2500A 11-SECTION 4.16KV SWGR,8100
2500A 12-SECTION 4.16KV SWGR,8100
2500A 13-SECTION 4.16KV SWGR,8100
2500A 14-SECTION 4.16KV SWGR,8100
2500A 15-SECTION 4.16KV SWGR,8100
2500A 16-SECTION 4.16KV SWGR,8100
2500A 17-SECTION 4.16KV SWGR,8100
2500A 18-SECTION 4.16KV SWGR,8100
2500A 19-SECTION 4.16KV SWGR,8100
2500A 20-SECTION 4.16KV SWGR,8100
3000A  1-SECTION 4.16KV SWGR,8100
3000A  2-SECTION 4.16KV SWGR,8100
3000A  3-SECTION 4.16KV SWGR,8100
3000A  4-SECTION 4.16KV SWGR,8100
3000A  5-SECTION 4.16KV SWGR,8100
3000A  6-SECTION 4.16KV SWGR,8100
3000A  7-SECTION 4.16KV SWGR,8100
3000A  8-SECTION 4.16KV SWGR,8100
3000A  9-SECTION 4.16KV SWGR,8100
3000A 10-SECTION 4.16KV SWGR,8100
3000A 11-SECTION 4.16KV SWGR,8100
3000A 12-SECTION 4.16KV SWGR,8100
3000A 13-SECTION 4.16KV SWGR,8100
3000A 14-SECTION 4.16KV SWGR,8100
3000A 15-SECTION 4.16KV SWGR,8100
3000A 16-SECTION 4.16KV SWGR,8100
3000A 17-SECTION 4.16KV SWGR,8100
3000A 18-SECTION 4.16KV SWGR,8100
3000A 19-SECTION 4.16KV SWGR,8100
3000A 20-SECTION 4.16KV SWGR,8100
3500A  1-SECTION 4.16KV SWGR,8100
3500A  2-SECTION 4.16KV SWGR,8100
3500A  3-SECTION 4.16KV SWGR,8100
3500A  4-SECTION 4.16KV SWGR,8100
3500A  5-SECTION 4.16KV SWGR,8100
3500A  6-SECTION 4.16KV SWGR,8100
3500A  7-SECTION 4.16KV SWGR,8100
3500A  8-SECTION 4.16KV SWGR,8100
3500A  9-SECTION 4.16KV SWGR,8100
3500A 10-SECTION 4.16KV SWGR,8100
3500A 11-SECTION 4.16KV SWGR,8100
3500A 12-SECTION 4.16KV SWGR,8100
3500A 13-SECTION 4.16KV SWGR,8100
3500A 14-SECTION 4.16KV SWGR,8100
3500A 15-SECTION 4.16KV SWGR,8100
3500A 16-SECTION 4.16KV SWGR,8100
3500A 17-SECTION 4.16KV SWGR,8100
3500A 18-SECTION 4.16KV SWGR,8100
3500A 19-SECTION 4.16KV SWGR,8100
3500A 20-SECTION 4.16KV SWGR,8100
4000A  1-SECTION 4.16KV SWGR,8100
4000A  2-SECTION 4.16KV SWGR,8100
4000A  3-SECTION 4.16KV SWGR,8100
4000A  4-SECTION 4.16KV SWGR,8100
4000A  5-SECTION 4.16KV SWGR,8100
4000A  6-SECTION 4.16KV SWGR,8100
4000A  7-SECTION 4.16KV SWGR,8100
4000A  8-SECTION 4.16KV SWGR,8100
4000A  9-SECTION 4.16KV SWGR,8100
4000A 10-SECTION 4.16KV SWGR,8100
4000A 11-SECTION 4.16KV SWGR,8100
4000A 12-SECTION 4.16KV SWGR,8100
4000A 13-SECTION 4.16KV SWGR,8100
4000A 14-SECTION 4.16KV SWGR,8100
4000A 15-SECTION 4.16KV SWGR,8100
4000A 16-SECTION 4.16KV SWGR,8100
4000A 17-SECTION 4.16KV SWGR,8100
4000A 18-SECTION 4.16KV SWGR,8100
4000A 19-SECTION 4.16KV SWGR,8100
4000A 20-SECTION 4.16KV SWGR,8100
6000A  1-SECTION 4.16KV SWGR,8100
6000A  2-SECTION 4.16KV SWGR,8100
6000A  3-SECTION 4.16KV SWGR,8100
6000A  4-SECTION 4.16KV SWGR,8100
6000A  5-SECTION 4.16KV SWGR,8100
6000A  6-SECTION 4.16KV SWGR,8100
6000A  7-SECTION 4.16KV SWGR,8100
6000A  8-SECTION 4.16KV SWGR,8100
6000A  9-SECTION 4.16KV SWGR,8100
6000A 10-SECTION 4.16KV SWGR,8100
6000A 11-SECTION 4.16KV SWGR,8100
6000A 12-SECTION 4.16KV SWGR,8100
6000A 13-SECTION 4.16KV SWGR,8100
6000A 14-SECTION 4.16KV SWGR,8100
6000A 15-SECTION 4.16KV SWGR,8100
6000A 16-SECTION 4.16KV SWGR,8100
6000A 17-SECTION 4.16KV SWGR,8100
6000A 18-SECTION 4.16KV SWGR,8100
6000A 19-SECTION 4.16KV SWGR,8100
6000A 20-SECTION 4.16KV SWGR,8100
8000A  1-SECTION 4.16KV SWGR,8100
8000A  2-SECTION 4.16KV SWGR,8100
8000A  3-SECTION 4.16KV SWGR,8100
8000A  4-SECTION 4.16KV SWGR,8100
8000A  5-SECTION 4.16KV SWGR,8100
8000A  6-SECTION 4.16KV SWGR,8100
8000A  7-SECTION 4.16KV SWGR,8100
8000A  8-SECTION 4.16KV SWGR,8100
8000A  9-SECTION 4.16KV SWGR,8100
8000A 10-SECTION 4.16KV SWGR,8100
8000A 11-SECTION 4.16KV SWGR,8100
8000A 12-SECTION 4.16KV SWGR,8100
8000A 13-SECTION 4.16KV SWGR,8100
8000A 14-SECTION 4.16KV SWGR,8100
8000A 15-SECTION 4.16KV SWGR,8100
8000A 16-SECTION 4.16KV SWGR,8100
8000A 17-SECTION 4.16KV SWGR,8100
8000A 18-SECTION 4.16KV SWGR,8100
8000A 19-SECTION 4.16KV SWGR,8100
8000A 20-SECTION 4.16KV SWGR,8100
4.16KV SWGR SPARE PARTS,8100
4.16KV SWGR RECEIVE& UNLOAD,8100
4.16KV SWGR PUT INTO PLACE,8100
4.16KV SWGR PADS,8100
4.16KV SWGR LEVELING,8100
4.16KV SWGR TESTING,8100
4.16KV SWGR COMMISSIONING,8100
4.16KV SWGR POWER SHUT DOWN,8100
4.16KV SWGR RELOCATION,8100
100A  1-SECTION 4.16KV MCC,8100
100A  2-SECTION 4.16KV MCC,8100
100A  3-SECTION 4.16KV MCC,8100
100A  4-SECTION 4.16KV MCC,8100
100A  5-SECTION 4.16KV MCC,8100
100A  6-SECTION 4.16KV MCC,8100
200A  1-SECTION 4.16KV MCC,8100
200A  2-SECTION 4.16KV MCC,8100
200A  3-SECTION 4.16KV MCC,8100
200A  4-SECTION 4.16KV MCC,8100
200A  5-SECTION 4.16KV MCC,8100
200A  6-SECTION 4.16KV MCC,8100
400A  1-SECTION 4.16KV MCC,8100
400A  2-SECTION 4.16KV MCC,8100
400A  3-SECTION 4.16KV MCC,8100
400A  4-SECTION 4.16KV MCC,8100
400A  5-SECTION 4.16KV MCC,8100
400A  6-SECTION 4.16KV MCC,8100
600A  1-SECTION 4.16KV MCC,8100
600A  2-SECTION 4.16KV MCC,8100
600A  3-SECTION 4.16KV MCC,8100
600A  4-SECTION 4.16KV MCC,8100
600A  5-SECTION 4.16KV MCC,8100
600A  6-SECTION 4.16KV MCC,8100
800A  1-SECTION 4.16KV MCC,8100
800A  2-SECTION 4.16KV MCC,8100
800A  3-SECTION 4.16KV MCC,8100
800A  4-SECTION 4.16KV MCC,8100
800A  5-SECTION 4.16KV MCC,8100
800A  6-SECTION 4.16KV MCC,8100
800A  7-SECTION 4.16KV MCC,8100
800A  8-SECTION 4.16KV MCC,8100
800A  9-SECTION 4.16KV MCC,8100
800A 10-SECTION 4.16KV MCC,8100
800A 11-SECTION 4.16KV MCC,8100
800A 12-SECTION 4.16KV MCC,8100
1200A  1-SECTION 4.16KV MCC,8100
1200A  2-SECTION 4.16KV MCC,8100
1200A  3-SECTION 4.16KV MCC,8100
1200A  4-SECTION 4.16KV MCC,8100
1200A  5-SECTION 4.16KV MCC,8100
1200A  6-SECTION 4.16KV MCC,8100
1200A  7-SECTION 4.16KV MCC,8100
1200A  8-SECTION 4.16KV MCC,8100
1200A  9-SECTION 4.16KV MCC,8100
1200A 10-SECTION 4.16KV MCC,8100
1200A 11-SECTION 4.16KV MCC,8100
1200A 12-SECTION 4.16KV MCC,8100
1600A  1-SECTION 4.16KV MCC,8100
1600A  2-SECTION 4.16KV MCC,8100
1600A  3-SECTION 4.16KV MCC,8100
1600A  4-SECTION 4.16KV MCC,8100
1600A  5-SECTION 4.16KV MCC,8100
1600A  6-SECTION 4.16KV MCC,8100
1600A  7-SECTION 4.16KV MCC,8100
1600A  8-SECTION 4.16KV MCC,8100
1600A  9-SECTION 4.16KV MCC,8100
1600A 10-SECTION 4.16KV MCC,8100
1600A 11-SECTION 4.16KV MCC,8100
1600A 12-SECTION 4.16KV MCC,8100
1600A 13-SECTION 4.16KV MCC,8100
1600A 14-SECTION 4.16KV MCC,8100
1600A 15-SECTION 4.16KV MCC,8100
1600A 16-SECTION 4.16KV MCC,8100
1600A 17-SECTION 4.16KV MCC,8100
1600A 18-SECTION 4.16KV MCC,8100
1600A 19-SECTION 4.16KV MCC,8100
1600A 20-SECTION 4.16KV MCC,8100
2000A  1-SECTION 4.16KV MCC,8100
2000A  2-SECTION 4.16KV MCC,8100
2000A  3-SECTION 4.16KV MCC,8100
2000A  4-SECTION 4.16KV MCC,8100
2000A  5-SECTION 4.16KV MCC,8100
2000A  6-SECTION 4.16KV MCC,8100
2000A  7-SECTION 4.16KV MCC,8100
2000A  8-SECTION 4.16KV MCC,8100
2000A  9-SECTION 4.16KV MCC,8100
2000A 10-SECTION 4.16KV MCC,8100
2000A 11-SECTION 4.16KV MCC,8100
2000A 12-SECTION 4.16KV MCC,8100
2000A 13-SECTION 4.16KV MCC,8100
2000A 14-SECTION 4.16KV MCC,8100
2000A 15-SECTION 4.16KV MCC,8100
2000A 16-SECTION 4.16KV MCC,8100
2000A 17-SECTION 4.16KV MCC,8100
2000A 18-SECTION 4.16KV MCC,8100
2000A 19-SECTION 4.16KV MCC,8100
2000A 20-SECTION 4.16KV MCC,8100
2500A  1-SECTION 4.16KV MCC,8100
2500A  2-SECTION 4.16KV MCC,8100
2500A  3-SECTION 4.16KV MCC,8100
2500A  4-SECTION 4.16KV MCC,8100
2500A  5-SECTION 4.16KV MCC,8100
2500A  6-SECTION 4.16KV MCC,8100
2500A  7-SECTION 4.16KV MCC,8100
2500A  8-SECTION 4.16KV MCC,8100
2500A  9-SECTION 4.16KV MCC,8100
2500A 10-SECTION 4.16KV MCC,8100
2500A 11-SECTION 4.16KV MCC,8100
2500A 12-SECTION 4.16KV MCC,8100
2500A 13-SECTION 4.16KV MCC,8100
2500A 14-SECTION 4.16KV MCC,8100
2500A 15-SECTION 4.16KV MCC,8100
2500A 16-SECTION 4.16KV MCC,8100
2500A 17-SECTION 4.16KV MCC,8100
2500A 18-SECTION 4.16KV MCC,8100
2500A 19-SECTION 4.16KV MCC,8100
2500A 20-SECTION 4.16KV MCC,8100
3000A  1-SECTION 4.16KV MCC,8100
3000A  2-SECTION 4.16KV MCC,8100
3000A  3-SECTION 4.16KV MCC,8100
3000A  4-SECTION 4.16KV MCC,8100
3000A  5-SECTION 4.16KV MCC,8100
3000A  6-SECTION 4.16KV MCC,8100
3000A  7-SECTION 4.16KV MCC,8100
3000A  8-SECTION 4.16KV MCC,8100
3000A  9-SECTION 4.16KV MCC,8100
3000A 10-SECTION 4.16KV MCC,8100
3000A 11-SECTION 4.16KV MCC,8100
3000A 12-SECTION 4.16KV MCC,8100
3000A 13-SECTION 4.16KV MCC,8100
3000A 14-SECTION 4.16KV MCC,8100
3000A 15-SECTION 4.16KV MCC,8100
3000A 16-SECTION 4.16KV MCC,8100
3000A 17-SECTION 4.16KV MCC,8100
3000A 18-SECTION 4.16KV MCC,8100
3000A 19-SECTION 4.16KV MCC,8100
3000A 20-SECTION 4.16KV MCC,8100
3500A  1-SECTION 4.16KV MCC,8100
3500A  2-SECTION 4.16KV MCC,8100
3500A  3-SECTION 4.16KV MCC,8100
3500A  4-SECTION 4.16KV MCC,8100
3500A  5-SECTION 4.16KV MCC,8100
3500A  6-SECTION 4.16KV MCC,8100
3500A  7-SECTION 4.16KV MCC,8100
3500A  8-SECTION 4.16KV MCC,8100
3500A  9-SECTION 4.16KV MCC,8100
3500A 10-SECTION 4.16KV MCC,8100
3500A 11-SECTION 4.16KV MCC,8100
3500A 12-SECTION 4.16KV MCC,8100
3500A 13-SECTION 4.16KV MCC,8100
3500A 14-SECTION 4.16KV MCC,8100
3500A 15-SECTION 4.16KV MCC,8100
3500A 16-SECTION 4.16KV MCC,8100
3500A 17-SECTION 4.16KV MCC,8100
